diputado_id,Diputado,Provincia,Partido,OrientaciÃ³n,VOTO,EDAD,camara,año,RANGO_DE_EDAD,Genero
180,"Pastoriza,  Mirta Ameliana",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,AFIRMATIVO,48,diputadxs,2018,46-55,Femenino
181,"Peñaloza Marianetti.,  Marìa Florencia",SAN JUAN,SOMOS SAN JUAN,Otros,NEGATIVO,55,diputadxs,2018,46-55,Femenino
182,"Pereyra., Juan Manuel",CÓRDOBA,CONCERTACIÓN FORJA,Otros,NEGATIVO,71,diputadxs,2018,66-75,Masculino
183,"Pérez,  Martín Alejandro",TIERRA DEL FUEGO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,60,diputadxs,2018,56-65,Masculino
184,"Pérez., Raúl Joaquín",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,64,diputadxs,2018,56-65,Masculino
185,"Pertile,  Elda",CHACO,JUSTICIALISTA,PJ,NEGATIVO,50,diputadxs,2018,46-55,Femenino
186,"Petri,  Luis Alfonso",MENDOZA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Masculino
187,"Piccolomini,  María Carla",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,70,diputadxs,2018,66-75,Femenino
188,"Pietragalla Corti,  Horacio",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
189,"Pitiot., Carla Betina",CDAD. AUT. BS. AS.,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,54,diputadxs,2018,46-55,Femenino
190,"Polledo,  Carmen",C.A.B.A.,PRO,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Femenino
191,"Pretto., Pedro Javier",CÓRDOBA,PRO,Cambiemos,NEGATIVO,46,diputadxs,2018,46-55,Masculino
192,"Quetglas,  Fabio José",BUENOS AIRES,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,44,diputadxs,2018,36-45,Masculino
193,"Rach Quiroga., Analía",CHACO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
194,"Ramón,  José Luis",MENDOZA,PARTIDO INTRANSIGENTE DE MENDOZA,Otros,NEGATIVO,45,diputadxs,2018,36-45,Masculino
195,"Ramos., Alejandro",SANTA FE,PRIMERO ARGENTINA,Otros,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
196,"Rauschenberger,  Ariel",LA PAMPA,JUSTICIALISTA,PJ,AFIRMATIVO,46,diputadxs,2018,46-55,Masculino
197,"Raverta., María Fernanda",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,70,diputadxs,2018,66-75,Femenino
198,"Regidor Belledone,  Estela Mercedes",CORRIENTES,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,66,diputadxs,2018,66-75,Femenino
199,"Reyes,  Roxana Nahir",SANTA CRUZ,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
200,"Riccardo,  José Luis",SAN LUIS,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,30,diputadxs,2018,25-35,Masculino
201,"Ricci,  Nadia Lorena",SANTA CRUZ,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,58,diputadxs,2018,56-65,Femenino
202,"Rista., Olga María",CÓRDOBA,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,71,diputadxs,2018,66-75,Femenino
203,"Rodenas,  Alejandra",SANTA FE,NUEVO ESPACIO SANTAFESINO,Kirchnerismo y aliados,AFIRMATIVO,51,diputadxs,2018,46-55,Femenino
204,"Rodríguez., Matías",TIERRA DEL FUEGO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
205,"Rodríguez., Rodrigo",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,65,diputadxs,2018,56-65,Masculino
206,"Roma., Carlos Gastón",TIERRA DEL FUEGO,PRO,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
207,"Romero,  Jorge Antonio",CORRIENTES,FRENTE PARA LA VICTORIA,PJ,NEGATIVO,48,diputadxs,2018,46-55,Masculino
208,"Rossi,  Agustín",SANTA FE,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,53,diputadxs,2018,46-55,Masculino
209,"Rosso,  Victoria",SAN LUIS,UNIDAD JUSTICIALISTA,Otros,NEGATIVO,69,diputadxs,2018,66-75,Femenino
210,"Ruiz Aragón., José",CORRIENTES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
211,"Russo,  Laura",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,60,diputadxs,2018,56-65,Femenino
212,"Saadi,  Gustavo Arturo",CATAMARCA,ELIJO CATAMARCA,PJ,NEGATIVO,59,diputadxs,2018,56-65,Masculino
213,"Sahad,  Julio Enrique",LA RIOJA,PRO,Cambiemos,NEGATIVO,52,diputadxs,2018,46-55,Masculino
214,"Salvarezza,  Roberto",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,44,diputadxs,2018,36-45,Masculino
215,"Santillán,  Walter Marcelo",TUCUMÁN,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,40,diputadxs,2018,36-45,Masculino
216,"Sapag,  Alma Liliana",NEUQUÉN,MOVIMIENTO POPULAR NEUQUINO,Otros,NEGATIVO,NA,diputadxs,2018,NA,Femenino
217,"Scaglia,  Gisela",SANTA FE,PRO,Cambiemos,NEGATIVO,58,diputadxs,2018,56-65,Femenino
218,"Schlereth,  David Pablo",NEUQUÉN,PRO,Cambiemos,NEGATIVO,57,diputadxs,2018,56-65,Masculino
219,"Schmidt Liermann, Cornelia",CDAD. AUT. BS. AS.,UNIÓN PRO,Cambiemos,NEGATIVO,NA,diputadxs,2018,NA,Femenino
220,"Scioli,  Daniel",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,68,diputadxs,2018,66-75,Masculino
221,"Selva., Carlos Américo",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,46,diputadxs,2018,46-55,Masculino
222,"Sierra,  Magdalena",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,62,diputadxs,2018,56-65,Femenino
223,"Siley,  Vanesa",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,41,diputadxs,2018,36-45,Femenino
224,"Snopek., Alejandro Francisco",JUJUY,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,NEGATIVO,60,diputadxs,2018,56-65,Masculino
225,"Solá,  Felipe",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,57,diputadxs,2018,56-65,Masculino
226,"Solanas,  Julio Rodolfo",ENTRE RÍOS,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,61,diputadxs,2018,56-65,Masculino
227,"Soraire., Mirta Alicia",TUCUMÁN,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,NEGATIVO,NA,diputadxs,2018,NA,Femenino
228,"Soria,  María Emilia",RIO NEGRO,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,44,diputadxs,2018,36-45,Femenino
229,"Stefani,  Héctor Antonio",TIERRA DEL FUEGO,PRO,Cambiemos,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
230,"Suarez Lastra,  Facundo",C.A.B.A.,UNIÓN CÍVICA RADICAL,Cambiemos,AFIRMATIVO,45,diputadxs,2018,36-45,Masculino
231,"Taboada., Jorge Omar",CHUBUT,"CULTURA, EDUCACIÓN Y TRABAJO",PJ,NEGATIVO,53,diputadxs,2018,46-55,Masculino
232,"Tailhade., Luis Rodolfo",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Masculino
233,"Terada,  Alicia",CHACO,COALICIÓN CÍVICA - ARI - UNEN,Cambiemos,NEGATIVO,42,diputadxs,2018,36-45,Femenino
234,"Tonelli,  Pablo Gabriel",CDAD. AUT. BS. AS.,UNIÓN PRO,Cambiemos,NEGATIVO,66,diputadxs,2018,66-75,Masculino
235,"Torello., Pablo",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,36,diputadxs,2018,36-45,Masculino
236,"Tundis,  Mirta",BUENOS AIRES,FEDERAL UNIDOS POR UNA NUEVA ARGENTINA,Massismo y aliados,AFIRMATIVO,NA,diputadxs,2018,NA,Femenino
237,"Urroz., Paula Marcela",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,53,diputadxs,2018,46-55,Femenino
238,"Vallejos,  María Fernanda",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,68,diputadxs,2018,66-75,Femenino
239,"Vallone,  Andres Alberto",SAN LUIS,UNIDAD JUSTICIALISTA,PJ,NEGATIVO,56,diputadxs,2018,56-65,Masculino
240,"Vázquez,  Juan Benedicto",SANTA CRUZ,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,46,diputadxs,2018,46-55,Masculino
241,"Vera Gonzalez,  Orieta Cecilia",CATAMARCA,COALICIÓN CÍVICA,Cambiemos,NEGATIVO,36,diputadxs,2018,36-45,Femenino
242,"Vigo,  Alejandra María",CÓRDOBA,CÓRDOBA FEDERAL,PJ,ABSTENCION,34,diputadxs,2018,25-35,Femenino
243,"Villa,  Natalia Soledad",BUENOS AIRES,PRO,Cambiemos,NEGATIVO,46,diputadxs,2018,46-55,Femenino
244,"Villalonga., Juan Carlos",CDAD. AUT. BS. AS.,PRO,Cambiemos,AFIRMATIVO,45,diputadxs,2018,36-45,Masculino
245,"Villavicencio., María Teresita",TUCUMÁN,EVOLUCIÓN RADICAL,Otros,AFIRMATIVO,33,diputadxs,2018,25-35,Femenino
246,"Volnovich., Luana",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,40,diputadxs,2018,36-45,Femenino
247,"Wechsler., Marcelo",CDAD. AUT. BS. AS.,PRO,Cambiemos,AFIRMATIVO,39,diputadxs,2018,36-45,Masculino
248,"Wellbach,  Ricardo",MISIONES,FRENTE DE LA CONCORDIA MISIONERO,Otros,NEGATIVO,NA,diputadxs,2018,NA,Masculino
249,"Wisky., Sergio Javier",RIO NEGRO,PRO,Cambiemos,AFIRMATIVO,54,diputadxs,2018,46-55,Masculino
250,"Wolff., Waldo Ezequiel",BUENOS AIRES,PRO,Cambiemos,AFIRMATIVO,40,diputadxs,2018,36-45,Masculino
251,"Yasky,  Hugo",BUENOS AIRES,FRENTE PARA LA VICTORIA,Kirchnerismo y aliados,AFIRMATIVO,56,diputadxs,2018,56-65,Masculino
252,"Yedlin,  Pablo Raúl",TUCUMÁN,JUSTICIALISTA POR TUCUMÁN,PJ,AFIRMATIVO,52,diputadxs,2018,46-55,Masculino
253,"Zamarbide,  Federico Raùl",MENDOZA,UNIÓN CÍVICA RADICAL,Cambiemos,NEGATIVO,43,diputadxs,2018,36-45,Masculino
254,"Zamora,  Claudia",SANTIAGO DEL ESTERO,FRENTE CÍVICO POR SANTIAGO,Otros,NEGATIVO,NA,diputadxs,2018,NA,Femenino
255,"Ziliotto., Sergio Raúl",LA PAMPA,JUSTICIALISTA,PJ,AFIRMATIVO,41,diputadxs,2018,36-45,Masculino
256,"Zottos,  Miguel Andrés Costas",SALTA,JUSTICIALISTA,PJ,NEGATIVO,65,diputadxs,2018,56-65,Masculino
257,"Monza, Emilio",BUENOS AIRES,PRO,Cambiemos,NA,NA,diputadxs,2018,NA,Masculino
258,"Aguilar., Eduardo Alberto",CHACO,NA,PJ,AFIRMATIVO,47,senadorxs,2018,46-55,Masculino
259,"Almirón., Ana Claudia",CORRIENTES,NA,Kirchnerismo y aliados,AFIRMATIVO,34,senadorxs,2018,25-35,Femenino
260,"Alperovich., José",TUCUMÁN,NA,PJ,NEGATIVO,63,senadorxs,2018,56-65,Masculino
261,"Basualdo., Roberto Gustavo",SAN JUAN,NA,Cambiemos,NEGATIVO,61,senadorxs,2018,56-65,Masculino
262,"Blas., Inés Imelda",CATAMARCA,NA,PJ,NEGATIVO,59,senadorxs,2018,56-65,Femenino
263,"Boyadjian., Miriam Ruth",TIERRA DEL FUEGO,NA,Cambiemos,NEGATIVO,52,senadorxs,2018,46-55,Femenino
264,"Braillard Poccard., Néstor Pedro",CORRIENTES,NA,Cambiemos,NEGATIVO,64,senadorxs,2018,56-65,Masculino
265,"Brizuela Y Doria De Cara,  Olga Inés",LA RIOJA,NA,Cambiemos,NEGATIVO,47,senadorxs,2018,46-55,Femenino
266,"Bullrich,  Esteban José",CDAD. AUT. BS. AS.,NA,Cambiemos,NEGATIVO,49,senadorxs,2018,46-55,Masculino
267,"Caserio.,  Carlos Alberto",CÓRDOBA,NA,PJ,AFIRMATIVO,68,senadorxs,2018,66-75,Masculino
268,"Castillo., Oscar Aníbal",CATAMARCA,NA,Cambiemos,AFIRMATIVO,64,senadorxs,2018,56-65,Masculino
269,"Catalan Magni.,  Julio César",TIERRA DEL FUEGO,NA,PJ,AFIRMATIVO,50,senadorxs,2018,46-55,Masculino
270,"Catalfamo,  Eugenia",SAN LUIS,Frente Unidad Justicialista San Luis,Otros,AUSENTE,31,senadorxs,2018,25-35,Femenino
271,"Closs., Maurice Fabián",MISIONES,NA,Otros,NEGATIVO,47,senadorxs,2018,46-55,Masculino
272,"Cobos.,  Julio César Cleto",MENDOZA,NA,Cambiemos,NEGATIVO,63,senadorxs,2018,56-65,Masculino
273,"Costa,  Eduardo Raúl",SANTA CRUZ,NA,Cambiemos,AFIRMATIVO,57,senadorxs,2018,56-65,Masculino
274,"Crexell., Carmen Lucila",NEUQUÉN,NA,Otros,ABSTENCION,46,senadorxs,2018,46-55,Femenino
275,"De Ángeli., Alfredo Luis",ENTRE RÍOS,NA,Cambiemos,NEGATIVO,62,senadorxs,2018,56-65,Masculino
276,"Durango., Norma",LA PAMPA,NA,PJ,AFIRMATIVO,66,senadorxs,2018,66-75,Femenino
277,"Elías De Perez., Silvia Beatríz",TUCUMÁN,NA,Cambiemos,NEGATIVO,54,senadorxs,2018,46-55,Femenino
278,"Espínola., Carlos",CORRIENTES,NA,PJ,NEGATIVO,47,senadorxs,2018,46-55,Masculino
279,"Fernández De Kirchner,  Cristina",BUENOS AIRES,NA,Kirchnerismo y aliados,AFIRMATIVO,65,senadorxs,2018,56-65,Femenino
280,"Fernández Sagasti.,  Anabel",MENDOZA,NA,Kirchnerismo y aliados,AFIRMATIVO,34,senadorxs,2018,25-35,Femenino
281,"Fiad,  Mario R.",JUJUY,NA,Cambiemos,NEGATIVO,61,senadorxs,2018,56-65,Masculino
282,"Fiore Viñuales.,  María Cristina Del Valle",SALTA,NA,Otros,NEGATIVO,44,senadorxs,2018,36-45,Femenino
283,"Fuentes., Marcelo Jorge",NEUQUÉN,NA,Kirchnerismo y aliados,AFIRMATIVO,70,senadorxs,2018,66-75,Masculino
284,"Garcia Larraburu.,  Silvina Marcela",RIO NEGRO,NA,Kirchnerismo y aliados,NEGATIVO,49,senadorxs,2018,46-55,Femenino
285,"Giacoppo., Silvia Del Rosario",JUJUY,NA,Cambiemos,NEGATIVO,59,senadorxs,2018,56-65,Femenino
286,"González,  Gladys Esther",BUENOS AIRES,NA,Cambiemos,AFIRMATIVO,45,senadorxs,2018,36-45,Femenino
287,"González,  María Teresa Margarita",FORMOSA,NA,PJ,NEGATIVO,57,senadorxs,2018,56-65,Femenino
288,"Gonzalez.,  Nancy Susana",CHUBUT,NA,Kirchnerismo y aliados,AFIRMATIVO,57,senadorxs,2018,56-65,Femenino
289,"Guastavino., Pedro Guillermo Ángel",ENTRE RÍOS,NA,PJ,AFIRMATIVO,64,senadorxs,2018,56-65,Masculino
290,"Ianni,  Ana María",SANTA CRUZ,NA,Kirchnerismo y aliados,AFIRMATIVO,49,senadorxs,2018,46-55,Femenino
291,"Iturrez De Cappellini.	, Ada Rosa Del Valle",SANTIAGO DEL ESTERO,NA,Otros,NEGATIVO,72,senadorxs,2018,66-75,Femenino
292,"Kunath., Sigrid Elisabeth",ENTRE RÍOS,NA,PJ,AFIRMATIVO,49,senadorxs,2018,46-55,Femenino
293,"López Valverde,  Cristina",SAN JUAN,FRENTE DE TODOS,PJ,NEGATIVO,59,senadorxs,2018,56-65,Femenino
294,"Lovera., Daniel Aníbal",LA PAMPA,NA,PJ,AFIRMATIVO,53,senadorxs,2018,46-55,Masculino
295,"Luenzo., Alfredo Héctor",CHUBUT,NA,PJ,AFIRMATIVO,61,senadorxs,2018,56-65,Masculino
296,"Marino., Juan Carlos",LA PAMPA,NA,Cambiemos,NEGATIVO,55,senadorxs,2018,46-55,Masculino
297,"Martínez,  Julio",LA RIOJA,NA,Cambiemos,NEGATIVO,56,senadorxs,2018,56-65,Masculino
298,"Martínez.,  Ernesto Félix",CÓRDOBA,NA,Cambiemos,AFIRMATIVO,62,senadorxs,2018,56-65,Masculino
299,"Mayans., José Miguel Ángel",FORMOSA,NA,PJ,NEGATIVO,61,senadorxs,2018,56-65,Masculino
300,"Menem., Carlos Saúl",LA RIOJA,NA,PJ,NEGATIVO,88,senadorxs,2018,86-96,Masculino
301,"Mera.,  Dalmacio",CATAMARCA,NA,PJ,NEGATIVO,48,senadorxs,2018,46-55,Masculino
302,"Mirkin.,  Beatriz Graciela",TUCUMÁN,NA,PJ,AFIRMATIVO,63,senadorxs,2018,56-65,Femenino
303,"Montenegro., Gerardo Antenor",SANTIAGO DEL ESTERO,NA,Otros,NEGATIVO,58,senadorxs,2018,56-65,Masculino
304,"Odarda., María Magdalena",RIO NEGRO,NA,Otros,AFIRMATIVO,52,senadorxs,2018,46-55,Femenino
305,"Ojeda., José Anatolio",TIERRA DEL FUEGO,NA,PJ,AFIRMATIVO,56,senadorxs,2018,56-65,Masculino
306,"Pais.,  Juan Mario",CHUBUT,NA,PJ,AFIRMATIVO,67,senadorxs,2018,66-75,Masculino
307,"Pereyra., Guillermo Juan",NEUQUÉN,NA,Otros,AFIRMATIVO,75,senadorxs,2018,66-75,Masculino
308,"Perotti.,  Omar Ángel",SANTA FE,NA,PJ,ABSTENCION,59,senadorxs,2018,56-65,Masculino
309,"Petcoff Naidenoff., Luis Carlos",FORMOSA,NA,Cambiemos,AFIRMATIVO,51,senadorxs,2018,46-55,Masculino
310,"Pichetto., Miguel Ángel",RIO NEGRO,NA,PJ,AFIRMATIVO,68,senadorxs,2018,66-75,Masculino
311,"Pilatti Vergara.,  María Inés",CHACO,NA,Kirchnerismo y aliados,AFIRMATIVO,60,senadorxs,2018,56-65,Femenino
312,"Pinedo.,  Federico",CDAD. AUT. BS. AS.,NA,Cambiemos,NEGATIVO,62,senadorxs,2018,56-65,Masculino
313,"Poggi,  Claudio",SAN LUIS,Cambiemos por San Luis,Cambiemos,NEGATIVO,55,senadorxs,2018,46-55,Masculino
314,"Porcel De Riccobelli,  Blanca",SANTIAGO DEL ESTERO,NA,Otros,NEGATIVO,75,senadorxs,2018,66-75,Femenino
315,"Reutemann., Carlos Alberto",SANTA FE,NA,Otros,NEGATIVO,76,senadorxs,2018,76-85,Masculino
316,"Rodríguez Machado., Laura Elena",CÓRDOBA,NA,Cambiemos,AFIRMATIVO,53,senadorxs,2018,46-55,Femenino
317,"Rodríguez Saá., Adolfo",SAN LUIS,NA,Otros,NEGATIVO,71,senadorxs,2018,66-75,Masculino
318,"Romero., Juan Carlos",SALTA,NA,Otros,NEGATIVO,68,senadorxs,2018,66-75,Masculino
319,"Rozas.,  Ángel",CHACO,NA,Cambiemos,NEGATIVO,68,senadorxs,2018,66-75,Masculino
320,"Sacnun., Ángeles",SANTA FE,NA,Kirchnerismo y aliados,AFIRMATIVO,48,senadorxs,2018,46-55,Femenino
321,"Schiavoni,  Humberto",MISIONES,Cambiemos,Cambiemos,AFIRMATIVO,60,senadorxs,2018,56-65,Masculino
322,"Snopek., Guillermo",JUJUY,NA,PJ,NEGATIVO,43,senadorxs,2018,36-45,Masculino
323,"Solanas.,  Fernando Ezequiel",CDAD. AUT. BS. AS.,NA,Otros,AFIRMATIVO,82,senadorxs,2018,76-85,Masculino
324,"Solari Quintana,  Magdalena",MISIONES,FRENTE RENOVADOR DE LA CONCORDIA,Otros,NEGATIVO,50,senadorxs,2018,46-55,Femenino
325,"Tapia,  María Bélen",SANTA CRUZ,Cambiemos,Cambiemos,NEGATIVO,45,senadorxs,2018,36-45,Femenino
326,"Uñac,  José Rubén.",SAN JUAN,NA,PJ,NEGATIVO,54,senadorxs,2018,46-55,Masculino
327,"Urtubey., Rodolfo Julio",SALTA,NA,PJ,NEGATIVO,49,senadorxs,2018,46-55,Masculino
328,"Varela., Marta",CDAD. AUT. BS. AS.,NA,Cambiemos,NEGATIVO,68,senadorxs,2018,66-75,Femenino
329,"Verasay., Pamela Fernanda",MENDOZA,NA,Cambiemos,AFIRMATIVO,38,senadorxs,2018,36-45,Femenino
330,"Almirón., Ana Claudia",CORRIENTES,NA,Kirchnerismo/PJ,AFIRMATIVO,36,senadorxs,2020,36-45,Femenino
331,"Alperovich., José",TUCUMÁN,NA,Kirchnerismo/PJ,AUSENTE,65,senadorxs,2020,56-65,Masculino
332,"Basualdo., Roberto Gustavo",SAN JUAN,NA,Cambiemos,NEGATIVO,63,senadorxs,2020,56-65,Masculino
333,"Blanco,  Pablo Daniel",NA,NA,Cambiemos,NEGATIVO,67,senadorxs,2020,66-75,Masculino
334,"Blas., Inés Imelda",CATAMARCA,NA,Kirchnerismo/PJ,NEGATIVO,61,senadorxs,2020,56-65,Femenino
335,"Braillard Poccard., Néstor Pedro",CORRIENTES,NA,Cambiemos,NEGATIVO,66,senadorxs,2020,66-75,Masculino
336,"Bullrich,  Esteban José",CDAD. AUT. BS. AS.,NA,Cambiemos,NEGATIVO,51,senadorxs,2020,46-55,Masculino
337,"Caserio.,  Carlos Alberto",CÓRDOBA,NA,Kirchnerismo/PJ,AFIRMATIVO,70,senadorxs,2020,66-75,Masculino
338,"Castillo., Oscar Aníbal",CATAMARCA,NA,Cambiemos,AFIRMATIVO,66,senadorxs,2020,66-75,Masculino
339,"Catalfamo,  Eugenia",SAN LUIS,NA,Kirchnerismo/PJ,AFIRMATIVO,33,senadorxs,2020,25-35,Femenino
340,"Closs., Maurice Fabián",MISIONES,NA,Kirchnerismo/PJ,NEGATIVO,49,senadorxs,2020,46-55,Masculino
341,"Cobos.,  Julio César Cleto",MENDOZA,NA,Cambiemos,NEGATIVO,65,senadorxs,2020,56-65,Masculino
342,"Costa,  Eduardo Raúl",SANTA CRUZ,NA,Cambiemos,AFIRMATIVO,69,senadorxs,2020,66-75,Masculino
343,"Crexell., Carmen Lucila",NEUQUÉN,NA,Otros,AFIRMATIVO,48,senadorxs,2020,46-55,Femenino
344,"De Ángeli., Alfredo Luis",ENTRE RÍOS,NA,Cambiemos,NEGATIVO,63,senadorxs,2020,56-65,Masculino
345,"Doñate., Claudio Martín",RIO NEGRO,NA,Kirchnerismo/PJ,AFIRMATIVO,45,senadorxs,2020,36-45,Masculino
346,"Durango., Norma",LA PAMPA,NA,Kirchnerismo/PJ,AFIRMATIVO,68,senadorxs,2020,66-75,Femenino
347,"Duré,  María Eugenia",NA,NA,Kirchnerismo/PJ,AFIRMATIVO,40,senadorxs,2020,36-45,Femenino
348,"Elías De Perez., Silvia Beatríz",TUCUMÁN,NA,Cambiemos,NEGATIVO,56,senadorxs,2020,56-65,Femenino
349,"Espínola., Carlos",CORRIENTES,NA,Kirchnerismo/PJ,NEGATIVO,49,senadorxs,2020,46-55,Masculino
350,"Fernández Sagasti.,  Anabel",MENDOZA,NA,Kirchnerismo/PJ,AFIRMATIVO,36,senadorxs,2020,36-45,Femenino
