diputado_id,Diputado,Provincia,Partido,Orientación,Voto,ley_id,Nombre Ley,Fecha,Acta votación,Texto Ley
1322,"Porcel De Riccobelli,  Blanca",SANTIAGO DEL ESTERO,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
948,"Reutemann., Carlos Alberto",SANTA FE,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
911,"Basualdo., Roberto Gustavo",SAN JUAN,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1321,"Poggi,  Claudio",SAN LUIS,Cambiemos por San Luis,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
447,"Pinedo.,  Federico",CDAD. AUT. BS. AS.,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
939,"Romero., Juan Carlos",SALTA,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
499,"Rozas.,  Ángel",CHACO,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
938,"Rodríguez Saá., Adolfo",SAN LUIS,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
928,"Varela., Marta",CDAD. AUT. BS. AS.,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
940,"Urtubey., Rodolfo Julio	",SALTA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1326,"Uñac,  José Rubén.",SAN JUAN,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1325,"Tapia,  María Bélen",SANTA CRUZ,Cambiemos,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1324,"Solari Quintana,  Magdalena",MISIONES,FRENTE RENOVADOR DE LA CONCORDIA,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
897,"Espínola., Carlos",CORRIENTES,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
808,"Snopek., Guillermo",JUJUY,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
895,"Alperovich., José",TUCUMÁN,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
930,"Giacoppo., Silvia Del Rosario",JUJUY,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
896,"Blas., Inés Imelda",CATAMARCA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
912,"Boyadjian., Miriam Ruth",TIERRA DEL FUEGO,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
950,"Braillard Poccard., Néstor Pedro",CORRIENTES,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
238,"Garcia Larraburu.,  Silvina Marcela",RIO NEGRO,,Kirchnerismo y aliados,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1206,"González,  María Teresa Margarita",FORMOSA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
943,"Elías De Perez., Silvia Beatríz",TUCUMÁN,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
922,"Iturrez De Cappellini.	, Ada Rosa Del Valle",SANTIAGO DEL ESTERO,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
903,"De Ángeli., Alfredo Luis",ENTRE RÍOS,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1319,"López Valverde,  Cristina",SAN JUAN,FRENTE DE TODOS,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
224,"Fiore Viñuales.,  María Cristina Del Valle",SALTA,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
605,"Cobos.,  Julio César Cleto",MENDOZA,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
944,"Marino., Juan Carlos",LA PAMPA,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
776,"Closs., Maurice Fabián",MISIONES,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1320,"Martínez,  Julio",LA RIOJA,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
926,"Mayans., José Miguel Ángel",FORMOSA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
374,"Mera.,  Dalmacio",CATAMARCA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
929,"Montenegro., Gerardo Antenor",SANTIAGO DEL ESTERO,,Otros,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
927,"Menem., Carlos Saúl",LA RIOJA,,PJ ,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
99,"Bullrich,  Esteban José",CDAD. AUT. BS. AS.,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
95,"Brizuela Y Doria De Cara,  Olga Inés",LA RIOJA,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
1317,"Fiad,  Mario R.",JUJUY,,Cambiemos,NEGATIVO,1737,Legalización del aborto,09/08/2018,,
